StockCode,Description,AvgPrice,TotalQuantitySold,UniqueCustomers
21807,white christmas star decoration,0.4195652173913043,3000,114
21808,christmas garland starstrees,3.3796296296296298,801,70
21809,christmas hanging tree with bell,0.9520915032679738,2868,118
21810,christmas hanging star with bell,0.7628015564202334,6281,171
21811,christmas hanging heart with bell,0.8956293706293705,5759,199
21812,garland with hearts and bells,4.9332,597,103
21813,garland with stars and bells,4.926404494382022,484,76
21814,heart tlight holder,1.4473333333333334,639,59
21815,star  tlight holder,1.446923076923077,612,58
21816,christmas tree tlight holder,1.45,405,34
21817,glitter christmas tree,0.693015873015873,1671,102
21818,glitter christmas heart,0.6587762237762238,4104,197
21819,glitter christmas star,0.6609999999999999,3780,178
21820,glitter heart garland with bells,3.763840579710145,740,112
21821,glitter star garland with bells,3.740091743119266,651,86
21822,glitter christmas tree with bells,1.3844554455445546,868,73
21823,painted metal heart with holly bell,1.1527932960893854,2268,136
21824,painted metal star with holly bells,1.0639285714285716,2304,137
21825,painted metal tree with holly bells,1.4472222222222222,722,62
21826,eight piece dinosaur set,1.2471065989847716,1691,136
21827,eight piece creepy crawlie set,1.24703125,810,89
21828,eight piece snake  set,1.2461744966442954,1060,107
21829,dinosaur keyrings assorted,0.2105960264900662,14192,211
21830,assorted creepy crawlies,0.42616740088105726,7387,151
21832,chocolate calculator,1.6823076923076923,2995,204
21833,camouflage led torch,1.6845562130177514,5931,210
21836,gingham oven glove red heart,3.75,225,77
21837,cross stitch alphabet cushion cover,5.95,216,61
21839,mummy mouse red gingham ribbon,5.431481481481481,198,71
21841,baby mouse red gingham dress,4.23,427,106
21842,pink heart candy button calculator,2.5026315789473683,541,32
21843,retro spot cake stand,10.8692421875,5729,599
21844,retro spot mug,2.90188679245283,5183,252
21845,dairy maid stripe mug,1.8861111111111113,2419,104
21846,pink diamante pen in gift box,4.232954545454546,944,51
21847,green  diamante pen in gift box,4.145652173913044,252,20
21849,silver diamante pen in gift box,4.326065573770491,460,46
21850,blue  diamante pen in gift box,4.245348837209303,321,29
21851,lilac diamante pen in gift box,4.604782608695652,383,34
21864,union jack flag passport cover,2.084528301886792,1483,166
21865,pink union jack  passport cover,2.0960765550239238,765,129
21866,union jack flag luggage tag,1.2676333333333334,1659,190
21867,pink union jack  luggage tag,1.2587264150943398,972,122
21868,potting shed tea mug,1.2691862068965516,8770,377
21869,potting shed coffee mug,1.2116346153846154,1245,82
21870,i can only please one person mug,1.237753222836096,5925,243
21871,save the planet mug,1.2988962108731466,11099,299
21872,glamorous  mug,1.2818118466898956,5032,169
21873,if you cant stand the heat mug,1.2633999999999999,1943,98
21874,gin and tonic mug,1.2770549450549449,6122,211
21875,kings choice mug,1.2792987804878049,6681,218
21876,pottering mug,1.314579207920792,5303,239
21877,home sweet home mug,1.314616564417178,13856,323
21878,pack of 6 sandcastle flags assorted,0.8482372881355932,5383,225
21879,hearts gift tape,0.5314893617021277,1366,81
21880,red and white spot tape,0.5811564625850341,1982,123
21881,cute cats tape,0.5952307692307692,1183,49
21882,skulls tape,0.5783333333333334,921,61
21883,stars gift tape,0.5967878787878788,2038,132
21884,cakes and bows gift  tape,0.5538235294117647,1232,61
21888,bingo set,3.7844745222929936,3219,444
21889,wooden box of dominoes,1.2633558558558557,11803,595
21890,s6 wooden skittles in cotton bag,3.0644019138755985,3296,335
21891,traditional wooden skipping rope,1.3205822416302766,11721,483
21892,traditional wooden catch cup game,1.269983922829582,7273,447
21893,potting shed seed tin,4.138461538461538,164,13
21894,potting shed seed envelopes,1.2766666666666668,1144,120
21895,potting shed sow n grow set,4.2021428571428565,529,61
21896,potting shed twine,2.0918340611353714,2297,187
21897,potting shed candle citronella,2.9407843137254908,857,86
21898,potting shed rose candle,2.950652173913044,760,73
21899,key fob  garage design,0.6615413533834587,6515,313
21900,key fob  shed,0.6635928143712575,8033,361
21901,key fob  back door,0.6605387205387205,6014,315
21902,key fob  front  door,0.6598584905660378,5225,250
21903,man flu metal sign,2.154132947976879,3342,230
21904,house wrecking metal sign,2.040839694656489,735,103
21905,more butter metal sign,1.6186153846153846,1520,132
21906,pharmacie first aid tin,6.721629392971246,1642,214
21907,im on holiday metal sign,2.1022714285714286,4990,381
21908,chocolate this way metal sign,2.107663782447466,9396,382
21910,way out metal sign,1.637128712871287,1034,84
21911,garden metal sign,1.6453307392996108,2374,200
21912,vintage snakes  ladders,3.7850243111831445,3387,447
21913,vintage seaside jigsaw puzzles,3.7739024390243903,988,170
21914,blue harmonica in box,1.2688526570048309,11830,446
21915,red  harmonica in box,1.2519775280898877,35229,467
21916,set 12 retro white chalk sticks,0.42477231329690346,10417,304
21917,set 12 kids  white chalk sticks,0.42301298701298695,7892,246
21918,set 12 kids colour  chalk sticks,0.4226351351351351,14126,369
21922,union stripe with fringe  hammock,7.90178247734139,1280,204
21923,redcream stripe fringe hammock,7.875925925925926,325,80
21924,bluecream stripe fringe hammock,7.870353982300885,304,82
21925,union stripe cushion cover,1.246346153846154,1178,100
21926,redcream stripe cushion cover,1.2472058823529413,992,90
21927,bluecream stripe cushion cover,1.2477906976744186,1195,93
21928,jumbo bag scandinavian paisley,1.9700338983050847,23112,450
21929,jumbo bag pink vintage paisley,1.9750485436893204,24108,504
21930,jumbo storage bag skulls,1.9759742828882294,12305,386
21931,jumbo storage bag suki,1.9728645833333334,25970,546
21932,scandinavian paisley picnic bag,2.2228915662650603,3517,315
21933,pink vintage paisley picnic bag,2.252731092436975,3782,294
21934,skull shoulder bag,1.6303468208092486,3258,164
21935,suki  shoulder bag,1.6318543046357616,5021,234
21936,redwhite spot picnic bag,2.936007604562738,7383,396
21937,strawberry   picnic bag,2.929324055666004,3801,286
21942,skulls design flannel,0.81140625,1322,41
21943,cakes and rabbits design flannel,0.8353658536585366,387,37
21944,kittens design flannel,0.7793421052631578,1538,53
21945,strawberries  design flannel,0.8108,1518,61
21946,party time design flannel,0.7833333333333333,579,25
21947,set of 6 heart chopsticks,1.3034482758620691,1371,122
21948,set of 6 cake chopsticks,1.318695652173913,1990,71
21949,set of 6 strawberry chopsticks,1.2670370370370372,2343,91
21955,union jack guns  roses  doormat,7.277775862068965,3717,279
21967,pack of 12 skull tissues,0.30553191489361703,15449,250
21972,set of 36 dinosaur paper doilies,1.45,1000,105
21973,set of 36 mushroom paper doilies,1.4413043478260867,1614,117
21974,set of 36 paisley flower doilies,1.465035842293907,6652,355
21975,pack of 60 dinosaur cake cases,0.548360655737705,30881,543
21976,pack of 60 mushroom cake cases,0.5469834710743802,14053,404
21977,pack of 60 pink paisley cake cases,0.5449906425452278,54592,767
21980,pack of 12 red spotty tissues,0.3061363636363636,31066,406
21981,pack of 12 woodland tissues,0.3123425692695214,25859,282
21982,pack of 12 suki tissues,0.3159252336448598,31340,335
21983,pack of 12 blue paisley tissues,0.3190566037735849,6000,208
21984,pack of 12 pink paisley tissues,0.3185434173669468,25150,256
21985,pack of 12 hearts design tissues,0.3116064257028112,24766,493
21986,pack of 12 pink spot tissues,0.31155263157894736,13103,275
21987,pack of 6 skull paper cups,0.6476338028169014,6320,209
21988,pack of 6 skull paper plates,0.8382681564245809,7649,209
21989,pack of 20 skull paper napkins,0.8409473684210526,8073,264
21990,modern floral stationery set,1.805169491525424,1786,170
21991,bohemian collage stationery set,1.798273381294964,874,109
21992,vintage paisley stationery set,1.9305414012738855,2064,242
21993,floral folk stationery set,1.8304210526315787,2051,208
22021,blue felt easter egg basket,1.6434272300469481,1305,161
22023,empire birthday card,0.4116666666666667,4812,177
22024,rainy ladies birthday card,0.42068493150684927,5155,170
22025,ring of roses birthday card,0.415,3817,148
22026,banquet birthday  card,0.41402298850574715,3880,140
22027,tea party birthday card,0.42012558869701727,10808,335
22028,penny farthing birthday card,0.42311475409836063,6083,203
22029,space boy birthday card,0.4181828703703704,17003,429
22030,swallows greeting card,0.4184072249589491,12340,353
22031,botanical lavender birthday card,0.43899999999999995,963,65
22032,botanical lily greeting card,0.4183783783783783,903,64
22033,botanical rose greeting card,0.41775700934579435,1552,80
22034,robin christmas card,0.4192771084337349,1533,71
22035,vintage caravan greeting card,0.4209016393442623,3930,152
22036,dinosaur birthday card,0.41727272727272724,1618,77
22037,robot birthday card,0.4201052631578947,6751,270
22038,botanical lavender gift wrap,0.4182222222222222,1150,43
22039,botanical lily gift wrap,0.41466666666666663,850,27
22040,botanical rose gift wrap,0.41659574468085103,2815,82
22041,record frame 7 single size,2.454953560371517,6845,101
22042,christmas card singing angel,0.38680412371134015,1625,89
22043,christmas card screen print,0.3006451612903226,2112,86
22044,christmas card stack of presents,0.3144705882352941,1909,80
22045,space boy gift wrap,0.41889125799573557,14417,290
22046,tea party  wrapping paper,0.4184541062801932,6350,147
22047,empire gift wrap,0.4179230769230769,8225,211
22048,birthday banquet gift wrap,0.4192156862745098,2815,93
22049,wrap christmas screen print,0.2938053097345133,3450,95
22050,pink paisley rose gift wrap,0.4186086956521739,3300,100
22051,blue scandinavian paisley wrap,0.4193103448275862,3175,95
22052,vintage caravan gift wrap,0.4180645161290322,3446,105
22053,empire design rosette,1.2406060606060605,4518,61
22054,mini cake stand hanging hearts,1.6427272727272726,321,45
22055,mini cake stand  hanging strawbery,1.5796192384769536,4491,252
22056,ceramic plate love heart design,1.4308,596,23
22057,ceramic plate strawberry design,1.3855491329479768,2903,113
22058,ceramic love hearts design mug,1.49,503,71
22059,ceramic strwberry design mug,1.4087500000000002,4803,183
22060,large cake stand hanging hearts,8.687260273972603,714,112
22061,large cake stand  hanging strawbery,9.548828828828828,2086,219
22062,ceramic bowl with love heart design,1.9180808080808083,711,68
22063,ceramic bowl with strawberry design,2.8487265917602995,2161,142
22064,pink doughnut trinket pot,1.6310975609756098,6214,213
22065,christmas pudding trinket pot,1.0287896253602307,8257,249
22066,love heart trinket pot,1.014846153846154,3406,185
22067,choc truffle gold trinket pot,1.5999999999999999,1765,108
22068,black pirate treasure chest,1.5422651933701657,937,111
22069,brown  pirate treasure chest,1.5464835164835165,639,66
22070,small retro spot mug in box  red,3.7918637992831545,1743,217
22071,small retro spot mug in box  white,3.707958333333333,1504,200
22072,tea cup and saucer retro spot,3.6425961538461538,2175,200
22073,retro spot storage jar,3.7191152815013404,1929,227
22074,6 ribbons shimmering pinks,1.391153846153846,1741,127
22075,6 ribbons elegant christmas,1.5908429118773946,2801,201
22076,6 ribbons empire,1.5456378600823044,2100,197
22077,6 ribbons rustic charm,1.7178992805755398,16026,685
22078,ribbon reel lace design,2.0942602040816327,3801,246
22079,ribbon reel hearts design,1.6680291970802918,4736,397
22080,ribbon reel spots design,1.6477426636568848,3745,336
22081,ribbon reel flora  fauna,1.6873831775700934,1455,170
22082,ribbon reel stripes design,1.6613126491646777,6878,512
22083,paper chain kit retro spot,2.9235582255083177,12865,589
22084,paper chain kit empire,2.906381486676017,8437,464
22085,paper chain kit skulls,2.923834196891192,2482,141
22086,paper chain kit 50s christmas,2.9196085204375364,28380,896
22087,paper bunting white lace,2.891445427728614,7752,314
22088,paper bunting coloured lace,2.904020618556701,4038,266
22089,paper bunting vintage paisley,2.928325581395349,3196,290
22090,paper bunting retro spots,2.9107902973395934,15227,631
22091,empire tissue box,0.8621074380165289,3039,184
22092,blue paisley tissue box,0.7463157894736843,903,105
22093,motoring tissue box,0.7906799999999999,2315,179
22094,red polka dot tissue box,0.7941276595744681,3396,181
22095,lads only tissue box,0.8948979591836735,2820,125
22096,pink paisley square tissue box,0.7545833333333333,1646,129
22097,swallow square tissue box,0.7829680365296804,2021,158
22098,boudoir square tissue box,0.8666666666666667,2762,161
22099,caravan square tissue box,0.8650224215246637,2019,168
22100,skulls square tissue box,0.9668292682926829,943,71
22101,mirror mosaic votive holder,1.9416,1088,44
22102,mirror mosaic tlight holder,1.5690243902439025,1738,35
22103,mirror mosaic tlight holder round,1.5675999999999999,1598,43
22104,mirror mosaic candle plate,1.3195121951219513,1026,31
22105,mirror mosaic goblet candle holder,3.875925925925926,613,23
22106,mirror mosaic hurricane lamp,5.800000000000001,427,29
22107,pizza plate in box,3.6592063492063494,841,118
22108,ping microwave plate,3.1455102040816327,197,34
22109,full english breakfast plate,3.754683544303797,2872,205
22110,bird house hot water bottle,2.6974850299401196,1866,217
22111,scottie dog hot water bottle,4.893550577053632,9092,717
22112,chocolate hot water bottle,4.878344733242134,9904,631
22113,grey heart hot water bottle,3.870615711252654,5623,488
22114,hot water bottle tea and sympathy,4.023521772345302,8848,626
22115,metal sign empire tea,2.1777903682719546,2709,244
22116,metal sign his dinner is served,1.6835433070866141,735,96
22117,metal sign her dinner is served,2.881377551020408,1724,142
22118,joy wooden block letters,4.730564516129032,765,195
22119,peace wooden block letters,6.696468842729971,882,244
22120,welcome  wooden block letters,9.864525316455694,967,196
22121,noel wooden block letters,5.965637755102041,1411,303
22122,set of 2 fancy font tea towels,2.9475155279503107,1053,113
22123,ping microwave apron,2.7963043478260867,557,77
22124,set of 2 tea towels ping microwave,2.54974358974359,179,29
22125,union jack hot water bottle,5.925460122699387,608,117
22127,party cones carnival assorted,1.2398666666666667,3445,128
22128,party cones candy assorted,1.240904255319149,3867,143
22129,party cones candy tree decoration,0.8842056074766355,2806,97
22130,party cone christmas decoration,0.8468032786885246,6896,298
22131,food container set 3 love heart,1.973579766536965,4965,276
22132,red love heart shape cup,0.85,3044,154
22133,pink love heart shape cup,0.8568023255813954,2198,109
22134,ladle love heart red,0.4374803149606299,1981,80
22135,ladle love heart pink,0.4387378640776699,1177,58
22136,love heart sock hanger,1.643877551020408,1882,117
22137,bathroom set love heart design,2.9145161290322585,583,24
22138,baking set 9 piece retrospot,4.9517741015402175,9035,1137
22139,retro spot tea set ceramic 11 pc,4.946558441558442,10052,941
22141,christmas craft tree top angel,2.135022522522523,3060,313
22142,christmas craft white fairy,1.4831065759637188,4090,336
22143,christmas craft heart decorations,2.090740740740741,420,51
22144,christmas craft little friends,2.135970695970696,4289,392
22145,christmas craft heart stocking,2.091329479768786,1260,153
22146,easter craft ivy wreath with chick,1.9113861386138613,1343,93
22147,feltcraft butterfly hearts,1.4482816901408448,12605,582
22148,easter craft 4 chicks,1.9234939759036145,2994,209
22149,feltcraft 6 flower friends,2.0936026380873867,12174,684
22150,3 stripey mice feltcraft,1.9468867924528301,7633,505
22151,place setting white heart,0.42383458646616534,27085,361
22152,place setting white star,0.424273127753304,6129,154
22153,angel decoration stars on dress,0.41940298507462687,5389,136
22154,angel decoration 3 buttons,0.41949790794979075,6808,163
22155,star decoration rustic,0.42,5487,165
22156,heart decoration with pearls,0.8554800936768149,5717,259
22157,angel decoration with lace padded,0.85,1671,88
22158,3 hearts hanging decoration rustic,2.9539024390243904,7982,374
22161,heart decoration rustic hanging,0.3471848739495798,5388,156
22162,heart garland rustic padded,2.9471014492753627,925,92
22163,heart string memo holder hanging,2.2167889908256884,961,86
22164,string of stars card holder,2.9095238095238094,303,40
22165,diamante heart shaped wall mirror,11.117265625,783,82
22166,wall mirror  rect diamante pink,7.4087804878048775,303,31
22167,wall mirror  diamante oval shape,9.5374251497006,526,92
22168,organiser wood antique white,8.479934210526316,645,250
22169,family album white picture frame,8.373842105263158,2094,276
22170,picture frame wood triple portrait,6.686,2309,279
22171,3 hook photo shelf antique white,8.376727941176469,2999,269
22172,metal shelf with rail,8.472929936305732,339,124
22173,metal 4 hook hanger french chateau,2.988861111111111,4538,383
22174,photo cube,1.6889354838709676,3928,178
22175,pink owl soft toy,2.9354362416107387,1750,161
22176,blue owl soft toy,2.940867579908676,1123,125
22177,5 hook blackboard organiser,9.875294117647059,300,90
22178,victorian glass hanging tlight,1.3451874573960465,37285,593
22179,set 10 lights night owl,6.712722772277228,1788,201
22180,retro spot lamp,9.897346368715082,914,226
22181,snowstorm photo frame fridge magnet,0.8463207547169811,1485,85
22182,cake stand victorian filigree small,4.503846153846154,359,58
22183,cake stand victorian filigree med,6.283333333333334,282,58
22184,cake stand victorian filigree large,7.590845070422536,268,60
22185,slate tile natural hanging,1.6200263852242744,3738,298
22186,red star card holder,2.6754736842105262,1904,234
22187,green christmas tree card holder,3.384109589041096,1982,230
22188,black heart card holder,3.838258196721312,10255,292
22189,cream heart card holder,3.8781657848324516,15946,536
22190,local cafe mug,1.95896,1164,88
22191,eau de nil diner wall clock,8.462857142857143,1933,335
22192,blue diner wall clock,8.46060546875,1373,260
22193,red diner wall clock,8.47809009009009,1835,265
22194,black diner wall clock,8.458098591549296,353,100
22195,heart measuring spoons large,1.6825423728813558,4603,325
22196,small heart measuring spoons,0.8579727427597955,5785,304
22197,popcorn holder  small,0.8383333333333334,76944,601
22198,popcorn holder  large,1.6367494824016562,6654,240
22199,frying pan red polkadot,4.066204379562044,1661,158
22200,frying pan pink polkadot,4.111645021645021,1155,120
22201,frying pan blue polkadot,4.070754716981132,411,76
22202,milk pan pink retrospot,3.724777070063694,946,91
22203,milk pan red retrospot,3.677158671586716,1227,166
22204,milk pan blue retrospot,3.6187755102040815,413,66
22207,frying pan union flag,4.2833950617283945,2858,189
22208,wood stamp set thank you,1.2248902821316614,2082,237
22209,wood stamp set happy birthday,1.2383589743589742,1263,159
22210,wood stamp set best wishes,1.2158547008547007,1461,179
22211,wood stamp set flowers,1.2276442307692308,1281,161
22212,four hook  white lovebirds,2.1001777059773827,3709,323
22214,candle plate lace white,2.4563461538461535,462,43
22215,cake stand white two tier lace,8.148275862068965,1029,245
22216,tlight holder white lace,0.8,1069,48
22217,tlight holder hanging lace,1.150632183908046,2176,152
22218,cake stand lace white,4.192622950819672,1113,143
22219,lovebird hanging decoration white,0.8538286479250334,8375,384
22220,cake stand lovebird 2 tier white,9.41967213114754,711,190
22221,cake stand lovebird 2 tier pink,9.549280575539568,884,108
22222,cake plate lovebird white,4.6180134680134675,1219,203
22223,cake plate lovebird pink,4.627952755905512,559,89
22224,white lovebird lantern,2.9200325732899026,2105,234
22227,decoration hanging heartmirror,0.6559850374064838,5215,195
22228,bunny wooden painted with bird,0.7698876404494381,1477,148
22229,bunny wooden painted with flower,0.752542372881356,860,101
22230,jigsaw tree with watering can,0.6944444444444444,1366,96
22231,jigsaw tree with birdhouse,1.1977678571428572,1948,166
22232,3 piece jigsaw toadstools,1.2484210526315789,1019,96
22233,jigsaw rabbit and birdhouse,1.2667692307692306,881,112
22236,cake stand 3 tier magic garden,12.607289002557545,1074,251
22241,garland  wooden   happy easter,1.2466961651917403,3806,242
22242,hook 5 hanger  magic toadstool,1.6357142857142857,4659,186
22243,hook 5 hanger magic toadstool red,1.6335365853658534,7552,181
22244,hook 3 hanger magic garden,1.925531914893617,4542,169
22245,hook 1 hanger magic garden,0.8435611510791367,4371,166
22246,garland magic garden 18m,2.0266037735849056,880,84
22247,bunny decoration magic garden,0.8402803738317757,971,86
22248,decoration  pink chick magic garden,0.8457142857142856,773,77
22249,decoration white chick magic garden,0.8438095238095238,1291,126
22250,decoration  butterfly  magic garden,0.8432173913043478,1018,98
22251,birdhouse decoration magic garden,1.2276470588235293,1605,141
22252,birdcage decoration magic garden,1.285304347826087,950,85
22253,6 crochet strawberries,1.2420833333333334,937,62
22254,felt toadstool large,1.2483333333333333,1294,95
22255,felt toadstool  small,0.85,998,73
22256,felt farm animal chicken,1.243372093023256,846,78
22257,felt farm animal sheep,1.1885185185185188,322,23
22258,felt farm animal rabbit,1.1853424657534246,1113,69
22259,felt farm animal hen,1.155142857142857,478,31
22260,felt egg cosy blue rabbit,0.8764601769911504,1187,85
22261,felt egg cosy white rabbit,0.8677639751552796,1753,126
22262,felt egg cosy chicken,0.8578787878787878,1734,135
22263,felt egg cosy ladybird,0.855111111111111,722,34
22264,felt farm animal white bunny,0.7605555555555555,1803,80
22265,easter decoration natural chick,0.6486013986013986,1781,107
22266,easter decoration hanging bunny,0.5265151515151515,2476,101
22267,easter decoration egg bunny,1.0424770642201835,1457,91
22268,easter decoration sitting bunny,0.6735,2345,117
22269,egg cup natural chicken,1.059271523178808,1400,107
22270,happy easter hanging decoration,3.741940298507463,631,104
22271,feltcraft doll rosie,2.945558739255014,4744,400
22272,feltcraft doll maria,2.932,1343,207
22273,feltcraft doll molly,2.947116736990155,7203,423
22274,feltcraft doll emily,2.949862778730703,3675,344
22275,weekend bag vintage rose paisley,8.365789473684211,902,168
22276,wash bag vintage rose paisley,2.5174342105263157,1780,213
22277,cosmetic bag vintage rose paisley,2.134842105263158,1303,147
22278,overnight bag vintage rose paisley,4.9471311475409845,799,164
22279,pocket bag blue paisley red spot,1.5763709677419355,1073,108
22280,pocket bag pink paisely brown spot,1.6514285714285715,579,79
22281,easter tree yellow birds,5.915816326530612,423,83
22282,12 egg house painted wood,12.688881118881119,475,92
22283,6 egg house painted wood,7.942390572390572,923,196
22284,hen house decoration,1.6464285714285714,2341,157
22285,decoration hen on nest hanging,1.6443181818181818,2631,165
22286,decoration  wobbly rabbit  metal,1.337847222222222,1819,119
22287,decoration  wobbly chicken metal,1.3148314606741573,1284,81
22288,decoration  hanging metal rabbit,1.244021739130435,1265,75
22289,decoration  hanging metal chicken,1.2392156862745098,723,45
22290,standing metal rabbit with egg,2.0862318840579714,657,60
22291,spring dec  hanging chick cream,1.4247663551401868,3090,141
22292,spring dec  hanging chick  yellow,1.4446236559139785,2638,145
22293,spring dec  hanging chick  green,1.4462264150943396,1905,114
22294,heart filigree dove  small,1.2456292286874153,16260,414
22295,heart filigree dove large,1.653956043956044,8159,381
22296,heart ivory trellis large,1.650894736842105,9416,428
22297,heart ivory trellis small,1.2510660660660662,12939,391
22299,pig keyring with light  sound,1.176875,3795,103
22300,coffee mug dog  ball design,2.5226987951807227,3923,254
22301,coffee mug cat  bird design,2.5180982905982905,4733,273
22302,coffee mug pears  design,2.508022598870056,4808,212
22303,coffee mug apples design,2.5136798336798334,5310,266
22304,coffee mug blue paisley design,2.507957746478873,2330,98
22305,coffee mug pink paisley design,2.5366666666666666,2230,87
22306,silver mug bone china tree of life,1.4821333333333333,1578,125
22307,gold mug bone china tree of life,1.541078431372549,1153,87
22308,tea cosy blue stripe,2.6391836734693874,515,75
22309,tea cosy red  stripe,2.5713529411764706,1208,117
22310,knitted mug cosy ivory colour,1.7030973451327434,1489,64
22311,office mug warmer blacksilver,3.386041666666667,1937,120
22312,office mug warmer polkadot,3.4635449735449737,995,104
22313,office mug warmer pink,3.3494444444444444,952,74
22314,office mug warmer chocblue,3.553567567567568,1020,101
22315,200 red  white bendy straws,1.2461744966442954,1930,191
22316,200 bendy skull straws,1.232,1224,62
22317,five cats hanging decoration,2.996185567010309,450,83
22318,five heart hanging decoration,2.94448275862069,1461,204
22319,hairclips forties fabric assorted,0.6189570552147239,2957,141
22320,birds mobile vintage design,6.0083431952662725,578,130
22321,bird decoration red spot,0.848343949044586,2224,118
22322,bird decoration green  spot,0.85,1060,77
22323,pink polkadot kids bag,2.260810810810811,570,57
22324,blue polkadot kids bag,2.2876470588235294,543,53
22325,mobile vintage hearts,4.941025641025641,439,129
22326,round snack boxes set4 woodland,2.932502157031924,14696,439
22327,round snack boxes set of 4 skulls,2.938284518828452,2628,256
22328,round snack boxes set 4 fruits,2.9207815631262526,12440,401
22329,round container set of 5 retrospot,1.6358490566037733,4791,261
22330,72 round pink doilies,1.45,115,15
22331,woodland party bag  sticker set,1.6479369627507163,3460,225
22332,skulls party bag  sticker set,1.641715976331361,4065,233
22333,retro sport party bag  sticker set,1.6361794019933553,9798,333
22334,dinosaur party bag  sticker set,1.64856,2196,180
22335,heart decoration painted zinc,0.6508571428571429,8034,242
22336,dove decoration painted zinc,0.5811392405063291,4442,136
22337,angel decoration painted zinc,0.6582352941176471,2165,67
22338,star decoration painted zinc,0.43270270270270267,5509,143
22339,christmas tree painted zinc,0.4539252336448598,3308,86
22340,noel garland painted zinc,0.8786315789473684,1345,81
22341,love garland painted zinc,1.689432624113475,3332,128
22342,home garland painted zinc,1.3465217391304347,1608,109
22343,party pizza dish red white spot,0.7048484848484848,2982,90
22344,party pizza dish pinkwhite spot,0.7054761904761905,1344,65
22345,party pizza dish bluewhite spot,0.695952380952381,1299,62
22346,party pizza dish greenwhite spot,0.6909677419354838,1129,43
22347,pizza slice dish,1.23,2641,50
22348,tea bag plate red spotty,0.853157142857143,11899,344
22349,dog bowl  chasing ball design,3.7399062499999998,2383,226
22350,cat bowl,2.542795275590551,2592,169
22352,lunchbox with cutlery retrospot,2.5266825208085613,6690,366
22353,lunchbox with cutlery fairy cakes,2.5332,2800,200
22354,retro spot padded seat cushion,3.7327731092436975,2080,157
22355,charlotte bag  suki design,0.8445742904841402,19483,393
22356,charlotte bag  pinkwhite spots,0.8511638316920322,16623,423
22357,kings choice biscuit tin,4.216677215189874,1873,259
22358,kings choice tea caddy,2.940951156812339,2286,295
22359,glass jar kings choice,2.962,1227,117
22360,glass jar english confectionery,2.9506557377049183,2286,209
22361,glass jar daisy fresh cotton wool,2.9243396226415097,1535,189
22362,glass jar peacock bath salts,2.9753107344632768,658,133
22363,glass jar marmalade,2.9503053435114506,735,99
22364,glass jar digestive biscuits,2.955044247787611,1893,164
22365,doormat respectable house,7.486206896551724,2221,193
22366,doormat airmail,7.495046082949308,2370,252
22367,childs apron spaceboy design,1.9533234126984127,7702,593
22371,airline bag vintage tokyo 78,4.801597633136095,1522,285
22372,airline bag vintage world champion,4.944649122807017,526,163
22374,airline bag vintage jet set red,4.924752186588921,894,226
22375,airline bag vintage jet set brown,4.702307692307692,471,135
22376,airline bag vintage jet set white,4.868247422680412,449,145
22377,bottle bag retrospot,2.033702422145329,3212,200
22378,wall tidy retrospot,1.9972664359861594,3046,167
22379,recycling bag retrospot,2.09366927592955,14259,423
22380,toy tidy spaceboy,2.089255898366606,4654,300
22381,toy tidy pink retrospot,2.0966916354556804,8657,349
22382,lunchbag spaceboy design,1.6464134366925065,19478,790
22383,lunchbag suki  design,1.6468808239333006,23871,664
22384,lunchbag pink retrospot,1.6479615795090714,20247,681
22385,jumbo bag spaceboy design,1.979439918533605,16383,412
22386,jumbo bag pink with white spots,1.9698209289311697,37338,601
22389,paperweight save the planet,2.20675,624,74
22390,paperweight childhood memories,2.3650684931506847,795,56
22391,paperweight home sweet home,2.1302,305,45
22393,paperweight vintage collage,2.1280898876404493,800,75
22394,paperweight kings choice,2.1227659574468083,337,43
22395,paperweight vintage paisley,1.937272727272727,214,31
22396,magnets pack of 4 retro photo,0.8328749999999999,1830,122
22398,magnets pack of 4 swallows,0.8960598503740648,4186,273
22399,magnets pack of 4 childhood memory,1.238125,3996,180
22400,magnets pack of 4 home sweet home,0.8241409691629956,2440,159
22402,magnets pack of 4 vintage collage,0.8713991769547325,3398,158
22403,magnets pack of 4 vintage labels,0.8977639751552795,1601,137
22405,money box pocket money design,1.2110204081632654,1597,173
22406,money box kings choice design,1.233125,2416,145
22407,money box first ade design,1.2363076923076923,427,55
22408,money box confectionery design,1.2272727272727273,626,72
22409,money box biscuits design,1.2483870967741937,1638,108
22410,money box housekeeping design,1.219470588235294,1328,136
22411,jumbo shopper vintage red paisley,1.980715552927262,24295,658
22412,metal sign neighbourhood witch,2.0911858974358974,2286,166
22413,metal sign take it or leave it,2.942393272962484,6814,446
22414,doormat neighbourhood witch,7.698950617283951,1122,92
22415,white tissue ream,7.95,317,156
22416,36 doilies spaceboy design,1.4448051948051948,1943,122
22417,pack of 60 spaceboy cake cases,0.5471995708154507,20867,521
22418,10 colour spaceboy pen,0.859811320754717,11916,332
22419,lipstick pen red,0.432406779661017,5641,191
22420,lipstick pen baby pink,0.45129032258064516,1818,111
22421,lipstick pen fuschia,0.43748987854251015,3725,172
22422,toothpaste tube pen,0.6533116883116883,2080,119
22423,regency cakestand 3 tier,12.461649175412294,24124,1314
22424,enamel bread bin cream,12.654785714285715,1300,310
22425,enamel collander cream,4.945076335877863,807,195
22426,enamel wash bowl cream,3.677007299270073,1182,182
